Citation,Scientific_Name,Host_Species,Host_Family,Host_Family_Simplified,Host_Order,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Isolate_Lineage,Virus_Lineage,Virus_Dose,Dose_Method,Host_Isolate_Date,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer,Titer_SD,Titer_SE,Survival,Alive,Potential_Error,Variance
Nemeth et al. 2006,Megascops_asio,Eastern screech owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,1500,needle,2004,Colorado,9,9,6,2.714555556,3.021713467,1.007237822,1,9,N,Y
Nemeth et al. 2006,Megascops_asio,Eastern screech owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,1500,needle,2004,Colorado,9,9,7,1.875333333,2.719376537,0.906458846,1,9,N,Y
Nemeth et al. 2006,Megascops_asio,Eastern screech owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,1500,needle,2004,Colorado,9,9,8,1.580333333,2.439102089,0.81303403,1,9,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,1,5.3,0.625,0.255155182,1,6,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,2,6.1,0.3,0.122474487,1,6,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,3,4.9,0.85,0.347011047,1,6,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,4,2.3,0.775,0.316392425,1,6,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,5,0.85,0,0,1,6,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,6,0.85,0,0,1,6,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,7,0.85,0,0,1,6,N,Y
Komar et al. 2003,Sturnus_vulgaris,European starling,Sturnidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,8,,,,1,6,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,1,5.124,0.49325,0.155979346,1,10,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,2,6.806,0.5055,0.159853136,1,10,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,3,6.988,0.67925,0.21479771,1,10,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,4,6.11,1.02025,0.322631378,1,10,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,5,5.196,1.52175,0.481219603,1,10,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,10,6,5.103,1.5995,0.505806312,1,10,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,8,7,2.295,1.65175,0.583981813,0.8,8,N,Y
Kipp et al. 2006,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,4000,needle,2004,Kansas,10,6,8,0.933,0.7275,0.297000631,0.6,6,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,9,1,5.4,1.061838029,0.35394601,1,9,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,9,2,6.8,0.672887641,0.22429588,1,9,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,9,3,7.8,1.036956015,0.345652005,1,9,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,9,4,8.9,2.630589288,0.876863096,1,9,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,9,5,8.5,3.012658479,1.004219493,1,9,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,8,6,4,1.876166304,0.663324958,0.888888889,8,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,8,7,1.3,0.819213715,0.289635787,0.888888889,8,N,Y
Komar et al. 2003,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,9,0,8,,,,,0,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,1,0.936,1.621199556,0.936,1,3,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,2,4.74,0.734872098,0.424278603,1,3,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,3,5.492666667,0.837793133,0.483700091,1,3,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,4,5.033333333,0.563516045,0.32534614,1,3,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,5,3.049,0.77107652,0.445181237,1,3,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,6,2.227666667,0.929553298,0.536677847,1,3,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,7,0.85,,,1,3,N,Y
Nemeth et al. 2011,Corvus_ossifragus,Fish crow,Corvidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1584.893192,needle,2008,Oklahoma,3,3,8,,,,1,3,Y,Y
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,16,16,1,2.3,0.464327471,0.14,1,16,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,16,16,2,5.2,1.04,0.26,1,16,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,16,16,3,3.4,1.33,0.4,1,16,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,16,16,4,3.1,1.47,0.6,1,16,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,16,16,5,1.9,0.339411255,0.24,1,16,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,,,6,,,,1,0,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,,,7,,,,1,0,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,Alabama,,,8,,,,1,0,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,5,5,1,1.7,0,0,1,5,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,5,5,2,3.8,0.626099034,0.28,1,5,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,5,5,3,2.6,0.760263112,0.34,1,5,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,5,5,4,2,0.42,0.3,1,5,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,5,,,,1,0,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,6,,,,1,0,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,7,,,,1,0,N,N
Owen et al. 2006,Dumetella_carolinensis,Gray catbird,Mimidae,Other,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2002,Alabama,,,8,,,,1,0,N,N
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,1,3.9,0.763512774,0.338131285,1,1,N,Y
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,2,6.2,0.566620931,0.290181523,1,1,N,Y
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,3,7.6,0.566620931,0.290181523,1,1,N,Y
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,4,6,0.566620931,0.290181523,1,1,N,Y
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,5,5.6,0.566620931,0.290181523,1,1,N,Y
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,6,3.5,0.566620931,0.290181523,1,1,N,Y
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,7,0.85,,,1,1,N,Y
Komar et al. 2003,Bubo_virginianus,Great horned owl,Strigidae,Other,Strigiformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,1,1,8,,,,1,1,N,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,4,1,5.06,0.351,0.1755,1,4,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,4,2,8.717,0.6665,0.33325,1,4,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,4,3,9.629,0.4485,0.22425,1,4,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,3,4,9.932,0.69125,0.399093374,0.75,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,2,5,9.74,1.10575,0.781883323,0.5,2,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,1,6,8.209,1.0705,1.0705,0.25,1,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,1,7,2.512,0.72225,0.497412783,0.25,1,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,4,0,8,,,,,0,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,1,4.992,0.331,0.191102939,1,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,2,7.689,0.53075,0.306428655,1,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,3,9.005,0.76325,0.440662593,1,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,4,9.692,1.455,0.840044642,1,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,5,6.64,1.24125,0.716636022,1,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,6,6.325,1.29025,0.744926185,1,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,7,5.852,1.595,0.920873679,1,3,Y,Y
Guerrero-Sanchez et al. 2011,Quiscalus_mexicanus,Great-tailed grackle,Icteridae,Other,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,3,3,8,,,,1,3,Y,Y
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,9,9,1,1.7,0.6,0.2,1,9,N,N
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,9,9,2,5.4,0.9,0.3,1,9,N,N
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,9,8,3,6.4,0.565685425,0.2,0.888888889,8,N,N
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,9,2,4,5.9,0.282842712,0.2,0.222222222,2,N,N
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,9,1,5,6.1,0.587132034,0.225,0.111111111,1,N,N
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,9,1,6,6.1,0.583915043,0.23125,0.111111111,1,N,N
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,,,7,,,,,0,N,N
Clark et al. 2006,Centrocercus_urophasianus,Greater sage-grouse,Phasianidae,Other,Galliformes,NY99,1999,New York,1a1,B,1584.893192,needle,2003,Nevada,,,8,,,,,0,N,N
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,1,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,2,4.3265,1.248043469,0.8825,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,3,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,4,5.6285,0.193040151,0.1365,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,5,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,6,4.095,0.196575685,0.139,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,7,0.85,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,500,needle,2011,USA,2,2,8,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,1,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,2,3.251,0.37335238,0.264,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,3,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,4,4.3665,0.910046427,0.6435,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,5,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,6,2.889,0.1668772,0.118,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,7,0.85,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,10000,needle,2011,USA,2,2,8,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,1,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,2,1.5155,2.143240654,1.5155,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,3,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,4,3.3975,0.924188563,0.6535,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,5,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,6,2.657,0.173948268,0.123,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,7,0.85,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,NY99,1999,New York,1a1,B,1000000,needle,2011,USA,2,2,8,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,1,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,2,4.94,0.366281313,0.259,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,3,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,4,5.2955,1.543614103,1.0915,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,5,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,6,3.3825,0.572049386,0.4045,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,7,0.85,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,500,needle,2011,USA,2,2,8,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,1,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,2,5.529,0.032526912,0.023,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,3,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,4,5.889,1.593818685,1.127,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,5,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,6,3.072,0.688722005,0.487,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,7,0.85,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,10000,needle,2011,USA,2,2,8,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,1,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,2,4.819,0.403050865,0.285,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,3,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,4,6.411,0.18243355,0.129,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,5,,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,6,3.9215,0.170412734,0.1205,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,7,0.85,,,1,2,N,Y
Ziegler et al. 2013,Falco_rusticolus,Gyrfalcon,Falconidae,Other,Falconiformes,Austria361/10,1998,Austria,1a1,D,1000000,needle,2011,USA,2,2,8,,,,1,2,N,Y
Fang et al. 2006,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,3162.27766,needle,2003,California,16,16,1,5.377,0.643,0.16075,1,16,Y,Y
