Species,Scientific Name, Common Name,Sex,N,Mean,S.D.,Min,Max, Season,Location ,Source #
Buteogallus gundlachi,Buteogallus gundlachi,Cuban Black-Hawk,F,1,800,,,,,,
Buteogallus urubitinga,Buteogallus urubitinga,Great Black-Hawk,M,5,1065,,853,1210,,,"212, 488, 189, 498, 1027"
Buteogallus urubitinga,Buteogallus urubitinga,Great Black-Hawk,F,9,1248,,900,1560,,,
Buteogallus meridionalis,Buteogallus meridionalis,Savanna Hawk,B,8,808,,,,,Suriname; Panama,"489, 498"
Parabuteo unicinctus,Parabuteo unicinctus,Harris' Hawk,M,220,690,,550,829,,"Texas, USA",894
Parabuteo unicinctus,Parabuteo unicinctus,Harris' Hawk,F,177,998,,825,1175,,,
Parabuteo unicinctus,Parabuteo unicinctus,Harris' Hawk,M,37,725,,634,877,,"Arizona, USA",894
Parabuteo unicinctus,Parabuteo unicinctus,Harris' Hawk,F,14,1047,,918,1203,,,
Busarellus nigricollis,Busarellus nigricollis,Black-collared Hawk,M,2,614,,502,725,,,"489, 496, 497, 1027"
Busarellus nigricollis,Busarellus nigricollis,Black-collared Hawk,F,6,956,,758,1195,,,
Geranoaetus melanoleucus,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,M,2,2139,,1670,2608,,Chile,583
Geranoaetus melanoleucus,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,F,4,2751,,2381,3170,,,
Geranoaetus melanoleucus australis,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,M,1,1700,,,,,,358
Geranoaetus melanoleucus australis,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,F,1,3200,,,,,,
Harpyhaliaetus solitarius,Harpyhaliaetus solitarius,Solitary Eagle,U,,3000,,,,,estimated ,1170
Harpyhaliaetus coronatus,Harpyhaliaetus coronatus,Crowned Eagle,U,,2950,,,,,Brazil,1105
Buteo nitidus,Buteo nitidus,Gray Hawk,M,20,429,,391,470,B,"Arizona, USA",72
Buteo nitidus,Buteo nitidus,Gray Hawk,F,10,628,,552,688,,,
Buteo magnirostris,Buteo magnirostris,Roadside Hawk,B,16,269,,,,,Panama,489
Buteo lineatus lineatus,Buteo lineatus,Red-shouldered Hawk,M,17,544, ,486,582,, ,225
Buteo lineatus lineatus,Buteo lineatus,Red-shouldered Hawk,F,29,670, ,593,774,,,
Buteo platypterus,Buteo platypterus,Broad-winged Hawk,M,14,420,,,,,,1135
Buteo platypterus,Buteo platypterus,Broad-winged Hawk,F,13,490,,,,,,
Buteo leucorrhous,Buteo leucorrhous,White-rumped Hawk ,M,1,290,,,,,Peru,1145
Buteo brachyurus,Buteo brachyurus,Short-tailed Hawk,M,14,422,30,385,480,Y,"Florida, USA",799
Buteo brachyurus,Buteo brachyurus,Short-tailed Hawk,F,18,583,61,495,710,,,
Buteo swainsoni,Buteo swainsoni,Swainson's Hawk,M,69,808,,693,936,B,"Alberta, Canada",337
Buteo swainsoni,Buteo swainsoni,Swainson's Hawk,F,50,1109,,937,1367,,,
Buteo albicaudatus,Buteo albicaudatus,White-tailed Hawk,M,4,844,,865,923,, ,"498, 1260"
Buteo albicaudatus,Buteo albicaudatus,White-tailed Hawk,F,6,928,,,,,,
Buteo galapagoensis,Buteo galapagoensis,Galapagos Hawk,M,74,903,54,,,,"Santiago, Galapagos Islands",91
Buteo galapagoensis,Buteo galapagoensis,Galapagos Hawk,F,53,1295,91,,,,,
Buteo galapagoensis,Buteo galapagoensis,Galapagos Hawk,M,9,1137,,,,,"Espanola, Galapagos Islands",91
Buteo galapagoensis,Buteo galapagoensis,Galapagos Hawk,F,10,1578,83,,,,,
Buteo galapagoensis,Buteo galapagoensis,Galapagos Hawk,M,17,844,75,,,,"Marchena, Galapagos Islands",91
Buteo galapagoensis,Buteo galapagoensis,Galapagos Hawk,F,4,1223,,,,,,
Buteo polyosoma,Buteo polyosoma,Red-backed Hawk,M,16,696,,501,822,, ,160
Buteo polyosoma,Buteo polyosoma,Red-backed Hawk,F,4,880,,790,980,,,
Buteo poecilochrous,Buteo poecilochrous,Puna Hawk,M,8,840,,700,950,,,160
Buteo poecilochrous,Buteo poecilochrous,Puna Hawk,F,12,1168,,1010,1280,,,
Buteo albonotatus,Buteo albonotatus,Zone-tailed Hawk,M,3,628,,607,667,,Mexico,1151a
Buteo albonotatus,Buteo albonotatus,Zone-tailed Hawk,F,4,886,,845,937,,,
Buteo solitarius,Buteo solitarius,Hawaiian Hawk,M,17,414,,,,,Hawaiian Islands,190
Buteo solitarius,Buteo solitarius,Hawaiian Hawk,F,,606,,,,,,
Buteo jamaicensis,Buteo jamaicensis,Red-tailed Hawk,M,108,1028,,,,,,1135
Buteo jamaicensis,Buteo jamaicensis,Red-tailed Hawk,F,100,1224,,,,,,
Buteo jamaicensis calurus,Buteo jamaicensis,Red-tailed Hawk,M,26,923, ,,,,western United States,298b
Buteo jamaicensis calurus,Buteo jamaicensis,Red-tailed Hawk,F,24,1266, ,,,,,
Buteo ventralis,Buteo ventralis,Rufous-tailed Hawk ,M,2,1103,,1031,1175,,Argentina; Chile,"210, 570"
Buteo ventralis,Buteo ventralis,Rufous-tailed Hawk ,F,3,1285,,1195,1410,,,
Buteo buteo,Buteo buteo,Eurasian Buzzard,M,214,781,,427,1183,Y,"Britain, UK",223
Buteo buteo,Buteo buteo,Eurasian Buzzard,F,261,969,,486,1364,,,
Buteo buteo vulpinus,Buteo buteo,Eurasian Buzzard,B,882,578,87,,,M,Israel,1355
Buteo oreophilus,Buteo oreophilus,Mountain Buzzard,U,1,700,,,,,,139
Buteo brachypterus,Buteo brachypterus,Madagascar Buzzard,U,2,511,,342,680,,Madagascar,957
Buteo rufinus,Buteo rufinus,Long-legged Buzzard,M,8,1035,,590,1281,,,133
Buteo rufinus,Buteo rufinus,Long-legged Buzzard,F,11,1314,,945,1760,,,
Buteo hemilasius,Buteo hemilasius,Upland Buzzard,M,3,1168,,1075,1280,,Mongolia; China,"925, 926"
Buteo hemilasius,Buteo hemilasius,Upland Buzzard,F,7,1581,,1275,1850,,,
Buteo regalis,Buteo regalis,Ferruginous Hawk ,M,30,1163,,977,1347,B,western USA,53
Buteo regalis,Buteo regalis,Ferruginous Hawk ,F,37,1776,,1501,2047,,,
Buteo lagopus,Buteo lagopus,Rough-legged Hawk,M,152,847,,600,1128,Y,"Britain, UK",515
Buteo lagopus,Buteo lagopus,Rough-legged Hawk,F,119,1065,,783,1660,,,
Buteo auguralis,Buteo auguralis,Red-necked Buzzard,M, ,580,,560,620,,Ivory Coast,1213
Buteo auguralis,Buteo auguralis,Red-necked Buzzard,F,,760,,660,890,,,
Buteo augur,Buteo augur,Augur Buzzard,M,5,,,880,1160,,,358
Buteo augur,Buteo augur,Augur Buzzard,F,7,,,1100,1300,,,
Buteo rufofuscus,Buteo rufofuscus,Jackal Buzzard,F,1,1530,, , ,,,138
Morphnus guianensis,Morphnus guianensis,Crested Eagle,U,,1750,,,,,Peru,1210
Harpia harpyja,Harpia harpyja,Harpy Eagle,M,,4800,,,,,Brazil,1105
Harpia harpyja,Harpia harpyja,Harpy Eagle,F,, ,,7600,9000,,,
Harpyopsis novaeguineae,Harpyopsis novaeguineae,New Guinea Eagle,U,,,,1600,2400,,,358
Pithecophaga jefferyi,Pithecophaga jefferyi,Great Philippine Eagle,M, ,4464,,,,,Philippines,400
Pithecophaga jefferyi,Pithecophaga jefferyi,Great Philippine Eagle,F,,6000,,,,,,
Ictinaetus malayensis,Ictinaetus malayensis,Black Eagle,U,2,1028,,930,1125,,Moluccos; Malaysia,"785, 1181"
Aquila pomarina,Aquila pomarina,Lesser Spotted Eagle,M,16,1200,,1053,1509,,,133
Aquila pomarina,Aquila pomarina,Lesser Spotted Eagle,F,21,1540,,1195,2160,,,
Aquila clanga,Aquila clanga,Greater Spotted Eagle,M,3,1733,,1600,2000,,,273
Aquila clanga,Aquila clanga,Greater Spotted Eagle,F,4,2678,,2150,3200, , , 
Aquila rapax rapax,Aquila rapax,Tawny Eagle,U,,,,2000,2500,,,137a
Aquila nipalensis ,Aquila nipalensis,Steppe Eagle,M,3,2333,,2250,2450,,South Africa,793
Aquila nipalensis ,Aquila nipalensis,Steppe Eagle,F,6,3158,,2950,3450,,,
Aquila adalberti,Aquila adalberti,Spanish Eagle,B,,,,2500,3500,,,358
Aquila heliaca,Aquila heliaca,Imperial Eagle,M,5, ,,2450,2720,,,358
Aquila heliaca,Aquila heliaca,Imperial Eagle,F,5,,,3160,4530,,,
Aquila wahlbergi,Aquila wahlbergi,Wahlberg's Eagle,M,,640,,437,845,,,133
Aquila gurneyi,Aquila gurneyi,Gurney's Eagle,F,1,3060,,,,,immature,358
Aquila chrysaetos,Aquila chrysaetos,Golden Eagle,M,34,3900,335,3000,4475,,"Idaho, USA",645
Aquila chrysaetos,Aquila chrysaetos,Golden Eagle,F,14,4627,420,4075,5280,,,
Aquila audax,Aquila audax,Wedge-tailed Eagle,M,23,3132,342,2300,3585,,"New South Wales, Australia",131
Aquila audax,Aquila audax,Wedge-tailed Eagle,F,23,3800,412,3050,4750,,,
Aquila verreauxii,Aquila verreauxii,Verreaux's Eagle,U,21,4195,,3000,7000,,southern Africa,1036
Hieraaetus fasciatus,Hieraaetus fasciatus,Bonelli's Eagle,M,,1500,,,,,India,273
Hieraaetus fasciatus,Hieraaetus fasciatus,Bonelli's Eagle,F,,2500,,,,,,
Hieraaetus spilogaster,Hieraaetus spilogaster,African Hawk-Eagle,M,10,1318,,1229,1450,,southern Africa,1036
Hieraaetus spilogaster,Hieraaetus spilogaster,African Hawk-Eagle,F,10,1631,,1480,1800,,,
Hieraaetus pennatus,Hieraaetus pennatus,Booted Eagle,M,12,701,,510,770,,,133
Hieraaetus pennatus,Hieraaetus pennatus,Booted Eagle,F,11,968,,840,1250,,,
Hieraaetus morphnoides,Hieraaetus morphnoides,Little Eagle,M,14,633,99.5,440,810,,Australia ,746
Hieraaetus morphnoides,Hieraaetus morphnoides,Little Eagle,F,19,949,95.3,745,1120,,,
Hieraaetus ayresii ,Hieraaetus ayresii,Ayres' Hawk-Eagle,M,1,714,,,,,,138
Hieraaetus ayresii ,Hieraaetus ayresii,Ayres' Hawk-Eagle,F,2,910,,879,940,,,
Hieraaetus kienerii,Hieraaetus kienerii,Rufous-bellied Eagle,U,3,799,,732,932,,Philippines,"436, 954"
Polemaetus bellicosus,Polemaetus bellicosus,Martial Eagle,M,7,3174,,2750,3700,,,1036
Polemaetus bellicosus,Polemaetus bellicosus,Martial Eagle,F,7,4952,,4450,5312,,,
Spizastur melanoleucus,Spizastur melanoleucus,Black-and-white Hawk-Eagle,U,,850,,,,,Peru,1210
Lophaetus occipitalis,Lophaetus occipitalis,Long-crested Eagle,U,45,1067,,805,1308,,South Africa,1036
Spizaetus africanus,Spizaetus africanus,Cassin's Hawk-Eagle,U,3,1047,,938,1153,,,139
Spizaetus cirrhatus,Spizaetus cirrhatus,Changeable Hawk-Eagle,M,,1360,, , ,,,400
Spizaetus cirrhatus,Spizaetus cirrhatus,Changeable Hawk-Eagle,F,,1600,,,,,,
Spizaetus nipalensis,Spizaetus nipalensis,Mountain Hawk-Eagle,M,1,2800,,,,,Mongolia,926
Spizaetus nipalensis,Spizaetus nipalensis,Mountain Hawk-Eagle,F,2,3225,,2950,3500,,,
Spizaetus alboniger,Spizaetus alboniger,Blyth's Hawk-Eagle,U,,830,,,,,,358
Spizaetus philippensis,Spizaetus philippensis,Philippine Hawk-Eagle,F,1,1168,,,,,Philippines,954
Spizaetus nanus,Spizaetus nanus,Wallace's Hawk-Eagle,U,,,,510,610,,,358
Spizaetus tyrannus,Spizaetus tyrannus,Black Hawk-Eagle,M,1,904,,,,,Suriname,498
Spizaetus tyrannus,Spizaetus tyrannus,Black Hawk-Eagle,F,3,1122,,1092,1150,,,
Spizaetus ornatus,Spizaetus ornatus,Ornate Hawk-Eagle,M,5,1009,,835,1215,,,"489, 498, 553, 910a, 990, 1027"
Spizaetus ornatus,Spizaetus ornatus,Ornate Hawk-Eagle,F,4,1421,,950,1760,,,
Stephanoaetus coronatus,Stephanoaetus coronatus,Crowned Hawk-Eagle,U,4,3640,,3175,4120,,,133
Sagittarius serpentarius,Sagittarius serpentarius,Secretarybird,B,20,4017,,2800,5000,,southern Africa,1036
Daptrius ater,Daptrius ater,Black Caracara,M,8,339,,260,382,,Suriname,498
Daptrius ater,Daptrius ater,Black Caracara,F,8,365,,325,445,,,
Ibycter americanus,Ibycter americanus,Red-throated Caracara,B,3,624,,586,665,,Suriname; Venezuela; Brazil,"496, 861, 1308"
Phalcoboenus megalopterus,Phalcoboenus megalopterus,Mountain Caracara,U,2,788,,780,795,,,"138, 362"
Phalcoboenus albogularis,Phalcoboenus albogularis,White-throated Caracara,M,1,809,,,,,Tierra del Fuego,546
Phalcoboenus australis,Phalcoboenus australis,Striated Caracara,U,1,1187,,,,,,138
Caracara cheriway,Caracara cheriway,Crested Caracara,M,21,1117,71,995,1305,,"Florida, USA",813
Caracara cheriway,Caracara cheriway,Crested Caracara,F,18,1220,76,1095,1355,,,
Caracara cheriway,Caracara cheriway,Crested Caracara,M,14,834,133,,,,Panama,489
Caracara cheriway,Caracara cheriway,Crested Caracara,F,10,953,63.2,,,,,
Caracara plancus,Caracara plancus,Southern Caracara,B ,7,1348,,1266,1460,,Tierra del Fuego; Chile,"546, 570"
Milvago chimachima,Milvago chimachima,Yellow-headed Caracara,M,10,302,,235,329,,Suriname,498
Milvago chimachima,Milvago chimachima,Yellow-headed Caracara,F,11,329,,297,364,,,
Milvago chimango,Milvago chimango,Chimango Caracara,B ,29,296,30.9,,,,Chile,1346
Herpetotheres cachinnans,Herpetotheres cachinnans,Laughing Falcon,M,8,583,,544,675,,Panama; Belize; Suriname,"489, 498, 1027"
Herpetotheres cachinnans,Herpetotheres cachinnans,Laughing Falcon,F,4,667,,590,800,,,
Micrastur ruficollis,Micrastur ruficollis,Barred Forest-Falcon,M,6,161,,,,,Panama; Belize ,489
Micrastur ruficollis,Micrastur ruficollis,Barred Forest-Falcon,F,6,196,,,,,,
Micrastur plumbeus,Micrastur plumbeus,Plumbeous Forest-Falcon,M,3,180,,172,188,, ,1299
Micrastur plumbeus,Micrastur plumbeus,Plumbeous Forest-Falcon,F,4,191,,180,213,,,
Micrastur mintoni,Micrastur mintoni,Cryptic Forest-Falcon,M,8,200,,171,238,,Brazil,1299
Micrastur mintoni,Micrastur mintoni,Cryptic Forest-Falcon,F,11,219,,170,264,,,
Micrastur gilvicollis,Micrastur gilvicollis,Lined Forest-Falcon,U,96,209,,170,262,,"Amazonas, Brazil",1299
Micrastur mirandollei,Micrastur mirandollei,Slaty-backed Forest-Falcon,F,2,549,,542,556,,Suriname; Costa Rica,"496, 379"
Micrastur semitorquatus,Micrastur semitorquatus,Collared Forest-Falcon,M,5,523,,467,646,,Belize; Panama; Brazil,"489, 498, 1027, 1206"
Micrastur semitorquatus,Micrastur semitorquatus,Collared Forest-Falcon,F,4,739,,649,900,,Suriname,
Spiziapteryx circumcincta,Spiziapteryx circumcincta,Spot-winged Forest-Falcon,M,9,141,,124,164,,Argentina; Bolivia,"212a, 657"
Spiziapteryx circumcincta,Spiziapteryx circumcincta,Spot-winged Forest-Falcon,F,4,196,,176,228,,,
Polihierax semitorquatus,Polihierax semitorquatus,Pygmy Forest-Falcon,U,137,61.5,,42.5,85,,southern Africa,1036
Polihierax insignis,Polihierax insignis,White-rumped Falcon,U,,,,84,112,,,358
Microhierax caerulescens,Microhierax caerulescens,Collared Falconet,U,,,,30,50,,,358
Microhierax fringillarius,Microhierax fringillarius,Black-thighed Falconet,F,1,42.9,,,,,,1287
Microhierax latifrons,Microhierax latifrons,White-fronted Falconet,M,1,41.2,, , ,,Borneo,1218
Microhierax erythrogenys,Microhierax erythrogenys,Philippine Falconet,M,7,42.6,,38,47,,Philippines,"138, 436"
Microhierax erythrogenys,Microhierax erythrogenys,Philippine Falconet,F,2,58.6,,55.8,61.5,,,
Microhierax melanoleucos,Microhierax melanoleucos,Pied Falconet,U,,,,55,75,,,358
Falco naumanni,Falco naumanni,Lesser Kestrel,M,34,141,,90,176,,,133
Falco naumanni,Falco naumanni,Lesser Kestrel,F,25,164,,109,208,,,
Falco tinnunculus,Falco tinnunculus,Eurasian Kestrel,M,16,167,34.3,132,257,W, ,223
Falco tinnunculus,Falco tinnunculus,Eurasian Kestrel,F,20,201,36.1,139,260,,,
Falco newtoni,Falco newtoni,Madagascar Kestrel,M,4,105,,90,117,,,183
Falco newtoni,Falco newtoni,Madagascar Kestrel,F,6,145,,131,159,,,
Falco punctatus,Falco punctatus,Mauritius Kestrel,M,6,143,,123,178,,Mauritius; captive,183
Falco punctatus,Falco punctatus,Mauritius Kestrel,F,5,196,,152,240,,,
Falco araea,Falco araea,Seychelles Kestrel,M,14,72.4,16.3,,,,,183
Falco araea,Falco araea,Seychelles Kestrel,F,32,87.9,26.8,,,,,
Falco cenchroides,Falco cenchroides,Australian Kestrel,M,180,163,8,,,,Australia,864
Falco cenchroides,Falco cenchroides,Australian Kestrel,F,135,182,12.8,,,,,
Falco cenchroides ,Falco cenchroides,Australian Kestrel,F,6,167,,154,189,,New Guinea,281
Falco rupicoloides,Falco rupicoloides,Greater Kestrel,U,333,261,,181,334,,,138
Falco sparverius,Falco sparverius,American Kestrel,M,69,111,9.3,,,Y,"California, USA",85
Falco sparverius,Falco sparverius,American Kestrel,F,111,120,9.2,,,,,
Falco sparverius,Falco sparverius,American Kestrel,M,18,113,8.9,,,W,"Kentucky, USA",98
Falco sparverius,Falco sparverius,American Kestrel,F,17,132,9.1,,,,,
Falco sparverius paulus,Falco sparverius,American Kestrel,M,15,90.8,6.6,84,109,W,"Florida, USA",673
Falco sparverius paulus,Falco sparverius,American Kestrel,F,14,103,9,88,119,,,
Falco sparverius,Falco sparverius,American Kestrel,M,19,90.3,9.3,66,105,,Caribbean Islands,19
Falco sparverius,Falco sparverius,American Kestrel,F,5,108,,88,121,,,
Falco sparverius,Falco sparverius,American Kestrel,M,2,143,,130,156,,Chile,"546, 570"
Falco sparverius,Falco sparverius,American Kestrel,F,5,151,,140,163,,,
Falco alopex,Falco alopex,Fox Kestrel,U,,,,250,300,,,358
Falco ardosiaceus,Falco ardosiaceus,Gray Kestrel,M, ,222,,205,255,,Ivory Coast,1213
Falco ardosiaceus,Falco ardosiaceus,Gray Kestrel,F,,247,,240,250,,,
Falco dickinsoni,Falco dickinsoni,Dickinson's Kestrel,U,42,209,,167,246,,,138
Falco zoniventris,Falco zoniventris,Banded Kestrel,F,1,174,,,,,Madagascar ,68
Falco chicquera,Falco chicquera,Red-necked Falcon,B,9,208,,139,305,,,138
Falco vespertinus,Falco vespertinus,Red-footed Falcon,M,19,135,,118,159,,China,184a
Falco vespertinus,Falco vespertinus,Red-footed Falcon,F,11,170,,130,220,,,
Falco amurensis,Falco amurensis,Amur Falcon,M,48,136,,97,155,,"Hopei, China",1087
Falco amurensis,Falco amurensis,Amur Falcon,F,24,148,,111,188,,,
Falco eleonorae,Falco eleonorae,Eleonora's Falcon,U,20,390,,340,450,,,133
Falco concolor,Falco concolor,Sooty Falcon,F,1,250,,,,,Madagascar ,68
Falco femoralis,Falco femoralis,Aplomado Falcon,M,15,271,,208,334,,Mexico ,"806, 894"
Falco femoralis,Falco femoralis,Aplomado Falcon,F,15,416,,310,500,,,
Falco columbarius,Falco columbarius,Merlin,M,145,163,14.1,134,223,F,"New Jersey, USA",166
Falco columbarius,Falco columbarius,Merlin,F,189,218,17.2,134,281,,,
Falco rufigularis,Falco rufigularis,Bat Falcon,M,14,130,,108,148,,Suriname,359
Falco rufigularis,Falco rufigularis,Bat Falcon,F,9,206,,177,242, ,,
Falco deiroleucus,Falco deiroleucus,Orange-breasted Falcon,M,2,339,,338,340,,Guatemala; Suriname,"359, 498"
Falco deiroleucus,Falco deiroleucus,Orange-breasted Falcon,F,3,623,,595,654,,,
Falco subbuteo,Falco subbuteo,Eurasian Hobby,M,9,186,,105,216,,Mongolia,"273 , 926"
Falco subbuteo,Falco subbuteo,Eurasian Hobby,F,4,233,,206,247,,,
Falco cuvierii,Falco cuvierii,African Hobby,M,,166,,150,178,,,1213
Falco cuvierii,Falco cuvierii,African Hobby,F,,200,,186,224,,,
Falco severus,Falco severus,Oriental Hobby,M,1,183,, , ,,New Britain; Philippines,"427, 954"
Falco severus,Falco severus,Oriental Hobby,F,2,220,,192,249,,,
Falco longipennis,Falco longipennis,Australian Hobby,M,8,213,,177,250,,Australia,248
Falco longipennis,Falco longipennis,Australian Hobby,F,14,293,,201,340,,,
Falco novaezeelandiae,Falco novaezeelandiae,New Zealand Falcon,M,6,330,,307,342,,New Zealand,746
Falco novaezeelandiae,Falco novaezeelandiae,New Zealand Falcon,F,16,531,37,461,594,,,
Falco berigora,Falco berigora,Brown Falcon,M,63,506,46.6,405,590,,Australia ,746
Falco berigora,Falco berigora,Brown Falcon,F,90,681,74,500,860,,,
Falco hypoleucos,Falco hypoleucos,Gray Falcon,M,1,335,,,,,Australia,246
Falco hypoleucos,Falco hypoleucos,Gray Falcon,F,1,624,,,,,,
Falco subniger,Falco subniger,Black Falcon,M,5,664,,620,710,,Australia,247
Falco subniger,Falco subniger,Black Falcon,F,3,907,,843,1000,,,
Falco biarmicus,Falco biarmicus,Lanner Falcon,M,20,506,35, , ,,South Africa,577
Falco biarmicus,Falco biarmicus,Lanner Falcon,F,21,726,63,,,,,
Falco jugger,Falco jugger,Laggar Falcon,F,1,755,,,,,,138
Falco cherrug,Falco cherrug,Saker Falcon,M,2,870,,750,990,,Mongolia,926
Falco cherrug,Falco cherrug,Saker Falcon,F,2,1062,,975,1150,,,
Falco rusticolus,Falco rusticolus,Gyrfalcon,M,7,1170,,960,1304,,,138
Falco rusticolus,Falco rusticolus,Gyrfalcon,F,12,1752,,1396,2000,,,
Falco mexicanus,Falco mexicanus,Prairie Falcon,M,123,560,36,484,661,B,"Idaho, USA",1159a
Falco mexicanus,Falco mexicanus,Prairie Falcon,F,148,908,65.9,779,1133,,,
Falco pelegrinoides,Falco pelegrinoides,Barbary Falcon,M,2,610,,609,610,,,358
Falco fasciinucha,Falco fasciinucha,Taita Falcon,M,1,212,, , ,,,139
Falco fasciinucha,Falco fasciinucha,Taita Falcon,F,1,306,,,,,,
Falco peregrinus pealei,Falco peregrinus,Peregrine Falcon,M, ,894,,740,1058,,,1293
Falco peregrinus pealei,Falco peregrinus,Peregrine Falcon,F, ,1201,,1005,1595,,,
Falco peregrinus anatum,Falco peregrinus,Peregrine Falcon,M,23,652,52.4,590,810,B,"Yukon River, Alaska, USA",1293
Falco peregrinus anatum,Falco peregrinus,Peregrine Falcon,F,82,977,76.4,760,1194,,,
Falco peregrinus tundrius,Falco peregrinus,Peregrine Falcon,M,23,598,,528,650,B,Greenland,1293
Falco peregrinus tundrius,Falco peregrinus,Peregrine Falcon,F,87,959,,797,1130,,,
Falco peregrinus macropus,Falco peregrinus,Peregrine Falcon,M,4,600,,560,660,,,746
Falco peregrinus macropus,Falco peregrinus,Peregrine Falcon,F,7,825,,657,965,,,
Falco peregrinus babylonicus,Falco peregrinus,Peregrine Falcon,M,,,,330,398,,Pakistan,999
Falco peregrinus babylonicus,Falco peregrinus,Peregrine Falcon,F,,,,513,765,,,
Falco peregrinus minor,Falco peregrinus,Peregrine Falcon,M,13,528,29,,,,South Africa,577
Falco peregrinus minor,Falco peregrinus,Peregrine Falcon,F,20,771,72,,,,,
Falco peregrinus ,Falco peregrinus,Peregrine Falcon,M,7,567,,525,620,,"western Cape, South Africa",1036
Falco peregrinus ,Falco peregrinus,Peregrine Falcon,F,13,828,,715,920,,,
Alectura lathami,Alectura lathami,Australian Brush-turkey,M,37,2520,180,2120,2950,,"Queensland, Australia ",605
Alectura lathami,Alectura lathami,Australian Brush-turkey,F,23,2160,250,1980,2510,,,
Aepypodius arfakianus,Aepypodius arfakianus,Wattled Brush-turkey,M,2,1488,,1450,1525,,,605
Aepypodius arfakianus,Aepypodius arfakianus,Wattled Brush-turkey,F,2,1440,,1350,1530,,,
Talegalla cuvieri,Talegalla cuvieri,Red-billed Brush-turkey,F,1,1785,,,,,,605
Talegalla fuscirostris,Talegalla fuscirostris,Black-billed Brush-turkey,M,3,1352,,1325,1400,,New Guinea,605
Talegalla fuscirostris,Talegalla fuscirostris,Black-billed Brush-turkey,F,3,1278,,1000,1560,,,
Talegalla jobiensis,Talegalla jobiensis,Brown-collared Brush-turkey,M,4,1608,,1531,1705,, ,605
Talegalla jobiensis,Talegalla jobiensis,Brown-collared Brush-turkey,F,1,1360,,,,,,
Leipoa ocellata,Leipoa ocellata,Malleefowl,M,2,2035,,2020,2050,,Australia,746
